id,date,likes,reposts,views,comment_count,comments_text
7839,2022-04-08 23:07:13,44,2,772,1,Молодежь какие вы молодцыДа благословит вас Господь любовью Своею друг к другу !🙏
7838,2022-04-08 23:05:27,37,3,544,0,
7837,2022-04-08 19:07:14,30,0,660,0,
7832,2022-04-07 14:30:00,67,5,808,0,
7828,2022-04-07 09:00:01,5,0,408,0,
7818,2022-04-06 16:00:02,7,0,467,0,
7812,2022-04-06 11:13:41,29,3,800,0,
7811,2022-04-06 10:53:41,71,1,1236,10,"Спаси и сохрани Господи, рабу Божию Ксению, и даруй скорейшее восстановление после операции, Аминь Спаси и сохрани Господи рабу Божью Ксению. Даруй ей здравие. 🙏🙏🙏 Боженька, Спаси и Исцели р. Ксению🙏 Господи многомилостивый и всемилостивый! Спаси, сохрани, исцели, подыми со одра болезни рабу Божию болящую отроковицу Ксению! Благослови ум и руки врачующих ея! Пресвятая Богородице! Сохрани ея под многоцелебным Твоим Омофором! Пресвятая Богородица спаси и помилуй Ксюшу. Господи спаси и сохрани рабу Ксению, даруй ей исцеление. Аминь!🙏🙏🙏 Господи, даруй исцеление отроковице Ксении- милой, доброй девочке🙏 Помощи Божией и Покрова Царицы Небесной Отр. Ксении !!! Всё будет хорошо!!!🙏🙏🙏🌹 🙏🙏🙏"
7809,2022-04-06 02:37:43,3,0,371,0,
7807,2022-04-05 11:20:19,18,3,674,0,
7806,2022-04-04 15:21:02,17,4,502,0,
7805,2022-04-04 08:08:00,17,0,681,0,
7803,2022-04-03 21:06:08,28,14,1325,0,
7801,2022-04-03 17:00:00,8,0,502,0,
7800,2022-04-03 15:13:27,18,1,471,1,Здорово.
7799,2022-04-03 14:12:00,27,1,1122,2,"Напишите пожалуйста расписание соборования.
Благодарю. 🙏 Спаси Господи!"
7796,2022-04-02 22:17:22,19,1,562,0,
7795,2022-04-02 13:12:00,35,4,738,0,
7793,2022-04-01 10:41:15,10,0,498,0,
7789,2022-03-31 12:12:00,52,16,1763,0,
7783,2022-03-31 01:03:47,63,8,1756,3,"В церкви не может быть грязи онтологически, я думаю это фейк!)) Всё требует ухода и бережного обращения. В прошлом году я приходила убирать. Вода была черная от этой копоти не говоря уже о стенах. Даже непонятно как копоть появляется на стенах. Загадка."
7778,2022-03-30 15:51:09,6,2,438,0,
7777,2022-03-30 13:33:28,17,10,900,1,"‼Внимание, изменение: 19 апреля, в Великий Вторник соборование в 13.00."
7776,2022-03-29 15:30:00,11,2,632,0,
7774,2022-03-29 11:36:19,45,9,1043,0,
7771,2022-03-29 02:10:46,19,1,574,0,
7770,2022-03-28 16:23:25,39,1,748,0,
7769,2022-03-28 12:47:11,70,6,1531,1,"Силою чеснаго и животворящего креста ,Господи ,спаси и помилуй нас !"
7768,2022-03-27 23:51:53,24,3,636,0,
7767,2022-03-27 23:41:39,24,0,899,0,
7766,2022-03-27 14:00:00,18,1,695,0,
7765,2022-03-26 15:00:02,29,2,973,0,
7753,2022-03-25 15:08:03,20,11,538,0,
7750,2022-03-25 13:37:36,65,10,1136,2,"Светлана Степановна много лет, верой и правдой служила в Крестовоздвиженском соборе... Кто знает, как она??? 21 июля 2023 года на 82м году жизни Светлана Степановна отошла в Вечность"
7744,2022-03-24 19:14:58,48,41,855,1,Спасибо за публикацию
7741,2022-03-24 14:50:56,169,1,2694,10,"В Ваш день рождения примите теплые, искренние поздравления. Пусть Ангел Хранитель всегда следует за Вами и закрывает своими крыльями от всех невзгод и огорчений, пусть Ваше сердце остается таким же отзывчивым, а Ваши наставления находят путь к сердцу прихожан. Желаю Вам долголетия, крепкого здоровья и Божьей благодати! Многая и благая лета, Владыке Константину! Храни и благослови  Господь нашего любимого пастыря! Многая лета Владыке Константина. Помощи Божией. 🙏🙏🙏🙏🙏🙏🌷🌷🌷🌷🌷😍  Уважаем, искренне поздравляем Владыка Константин!Дай Бог многое лето и помощи Божьей.Молимся за Вас Господу нашему! Многая лета! Многая и благая лета!🙏🙏🙏 Владыка, многая лета Вам и дальнейшего духовного процветания Карельской и Петрозаводской Епархии. Многая лета🙏"
7740,2022-03-23 11:45:47,39,8,1100,0,
7738,2022-03-22 12:12:00,13,1,551,0,
7737,2022-03-22 10:34:56,41,3,991,0,
7736,2022-03-21 17:16:39,28,4,796,0,
7735,2022-03-21 16:00:01,17,3,522,0,
7733,2022-03-21 11:03:36,10,4,708,0,
7731,2022-03-20 20:01:00,17,5,870,0,
7730,2022-03-20 17:01:00,37,4,1118,0,
7729,2022-03-20 16:01:00,44,7,499,1,"Спасибо, Владимир, за напоминание. Этот факт полезно бы знать всем."
7725,2022-03-20 13:25:06,24,2,640,0,
7724,2022-03-20 12:24:32,17,4,552,0,
7721,2022-03-19 16:00:01,12,1,541,0,
7720,2022-03-19 13:54:20,18,2,494,0,
7717,2022-03-18 09:25:01,32,3,642,0,
7716,2022-03-17 12:12:00,31,10,912,0,
7715,2022-03-17 12:09:34,34,6,1180,0,
7714,2022-03-17 08:12:00,23,1,579,0,
7712,2022-03-16 21:25:29,42,4,941,0,
7709,2022-03-16 17:38:18,72,27,1650,1,Пресвятая Богородица Спаси нас всех грешных 🙏🙏🙏
7708,2022-03-15 19:00:00,13,1,556,0,
7707,2022-03-15 11:51:35,45,7,826,0,
7706,2022-03-14 21:21:08,26,8,720,0,
7705,2022-03-13 18:12:00,28,8,1135,0,
7704,2022-03-13 17:41:15,23,5,725,0,
7702,2022-03-13 14:57:33,39,5,1395,0,
7701,2022-03-13 08:07:17,1,0,387,0,
7700,2022-03-13 08:00:01,6,1,432,0,
7697,2022-03-12 16:45:00,20,3,778,0,
7693,2022-03-12 14:11:00,18,4,692,1,🙏🙏🙏
7690,2022-03-12 13:14:25,17,2,604,2,"🙏🙏🙏 Святый священномученик Сергий, моли Бога о нас!"
7688,2022-03-11 16:22:37,26,7,982,0,
7684,2022-03-11 00:26:00,32,1,1016,1,"«Господи, дай мне с душевным спокойствием встретить все, что принесет мне наступающий день. Дай мне всецело предаться воле Твоей святой. На всякий час сего дня во всем наставь и поддержи меня. Какие бы я ни получал известия в течение дня, научи меня принять их со спокойной душою и твердым убеждением, что на все святая воля Твоя. Во всех словах и делах моих руководи моими мыслями и чувствами. Во всех непредвиденных случаях не дай мне забыть, что все ниспослано Тобою. Научи меня прямо и разумно действовать с каждым членом семьи моей, никого не смущая и не огорчая. Господи, дай мне силу перенести утомление наступающего дня и все события в течение дня. Руководи моею волею и научи меня молиться, верить, надеяться, терпеть, прощать и любить. Аминь»."
7683,2022-03-10 11:58:41,30,2,707,0,
7682,2022-03-09 17:54:09,16,4,642,0,
7678,2022-03-08 16:02:00,30,6,1125,1,
7676,2022-03-08 14:36:00,33,21,1223,1,Спасибо
7668,2022-03-08 12:12:00,289,4,2547,9,"Эта наша петрозаводская бабуля. Какая добрая, светлая фотография! ❤️💐 Красоту души не спрячешь! С праздником!  ВОИСТИНУ ВЕСНА! Как мило Должны быть  поводы и для радости ❤ мира добра и любви и помощи Божьей ! Милая бабулечка!!🙏🌹🌹🌹❤ Бабуличка очень приятная🤗такая редкость добрый взгляд увидеть."
7664,2022-03-07 22:52:24,33,15,1004,0,
7651,2022-03-07 16:41:33,96,24,1631,10,"Спасибо большое за публикацию ❤ Пожалуйста, не проходите мимо 🙏 помогите ребенку 🙏 Поможем малышу вместе 🙏🏻 Спасибо всем добрым людям! Вы творите главное добро в этой жизни - дарите её! Благодарим за публикацию и надеемся на помощь для Коленьки ❤❤❤❤❤❤❤❤❤ ""Что сделаете одному из малых сих, то сделаете Мне."" Евангелие от Матфея. 25-40.
Поможем Коленьке❤🙏🙏🙏  Спешите делать Добро!
Помогите Коленьки стать Здоровым!!!❤️ Поможем маленькому Коле вместе!🆘 🙏дорогие наши волшебники🆘 помогите пожалуйста Коленьки сегодня, очень просим вашей помощи🙏 КОЛЕ нужна ваша помощь СЕГОДНЯ...
Мы верим, что у помощи и беды нет границ территорий, веры и национальности.
Мы просим на коленях, помогите нам спасти малыша🙏🙏🙏 и дать ему шанс увидеть будущее."
7640,2022-03-06 17:48:46,119,2,1146,2,"Какая улыбка👍👍👍👍👍🌷🌷🌷 Шладкие,храни вас Господь!"
7639,2022-03-06 16:16:00,38,4,1029,0,
7638,2022-03-06 16:00:00,59,6,949,1,"Дорогой Высопреосвященнейший Владыко Мануил!!!!Мы с любовью вспоминаем Вас и Ваше доброе отношение ко всем людям,особенно к служителям в церкви.Вы излучали свет доброты и нежности ко всем!!!!Царст☦☦ва Вам небесного и ВЕЧНАЯ ПАМЯТЬ!!!!"
7637,2022-03-06 15:34:14,18,3,530,2,"Почему только о Украине, а Донбасс и Луганск не в счёт? Я лучше помолюсь о победе русского оружия над врагами России."
7635,2022-03-06 14:30:00,47,2,715,5,"Царство Небесное, помним, любим, владыку Мануила 💞 🙏🙏🙏 🙏🙏🙏 Вечный покой! 🙏🙏🙏"
7634,2022-03-06 13:41:33,12,2,524,1,"Митрополита Константина, исправьте🙏"
7632,2022-03-06 08:00:00,12,1,534,0,
7630,2022-03-05 17:00:01,12,3,581,0,
7629,2022-03-05 15:00:01,32,11,1088,0,
7623,2022-03-05 11:49:30,11,2,540,1,Спаси Господи🙏🙏🙏
7622,2022-03-05 11:46:03,17,2,376,0,
7616,2022-03-04 13:39:50,22,1,710,0,
7615,2022-03-04 13:11:06,36,9,756,1,🙏🙏🙏
7614,2022-03-04 10:57:38,18,6,401,0,
7593,2022-03-02 18:31:11,82,14,834,2,"Ещё на субботника, по благоустройству Зарецкого кладбища подрабатывает. Чудный,прекрасный батюшка Константин!!!!Везде успевает,храни ЕГО  ИИСУСЕ СЛАДЧАЙШИЙ И МАТЕРЬ БОЖИЯ!!!!!МОЛОДЕЦ!!!!ОЧЕНЬ ЭНЕРГИЧНЫЙ!!!!С БОГОМ !!!!🙏🙏🙏🌞🌞🌞👍👍👍❤☦☦❣❣☦❣"
7581,2022-03-02 14:00:01,15,2,550,0,
7572,2022-03-02 11:14:44,251,10,3737,10,"🙏🏻 Помоги Господи! Господи помилуй, спаси и сохрани воинов. Пусть живыми вернуться домой. Аминь!🙏🙏🙏 Господи многомилостивый и всемилостивый! Спаси, сохрани раб Божиих воинов Кирилла, Арсения, Илию, очищающих Землю Православную олт коричневой чумы и раскола церковного! Пресвятая Богородице! Сохрани их под многоцелебным Твоим Омофором! Защити их. Россия, соборной молитвой! Господи, на всё воля Твоя! 
Помилуй, спаси и сохрани рабов Божиих воинов Кирилла, Арсения и Илию! Укрепи их в вере, защити от врага, от пули! 🙏🏻🙏🏻🙏🏻 
Помилуй и спаси рабу Божию Ирину! 🙏🏻🙏🏻🙏🏻 
Пресвятая Богородица, покрый рабов Божиих воинов Кирилла, Арсения и Илию от всякаго зла честным Твоим омофором 🙏🏻🙏🏻🙏🏻 Господи. Спаси и сохрани люди твоя. 🙏🙏🙏 Спаси и сохрани, Боже🙏🙏🙏 🙏🙏🙏 Спаси Господи и помилуй Р.Б. воинов Кирилла, Арсения, Илию, дай им сил и терпения. Пресвятая Богородица возьми под свой Покров Р.Б. воинов Кирилла, Арсения,  Илию отведи злых людей🙏 Господи  помилуй и сохрани Р.Б.Ирину дай ей пожалуйста сил и терпения, укрепи её веру и дух🙏🙏🙏 Господи,  укрепи веру и дух воинов Кирилла, Арсения, Илию 🙏Помоги им Господи🙏🙏🙏"
7568,2022-03-01 15:31:45,73,9,1270,2,Аминь ! 🙏🙏🙏🙏🙏🙏 Господи спаси и сохрани всех с верою к Тебе притекающих. Пресвятая Богородица подай Руку помощи.
7557,2022-02-28 15:22:11,100,8,2459,10,"Спаси ГОСПОДИ!🙏🙏🙏 Господи, на всё воля Твоя! Помилуй и спаси 🙏🏻🙏🏻🙏🏻 Помоги Господи! Господи, помилуй🙏💕 Спаси и сохрани рабов Божиих Руфа и Любовь! 🙏🙏🙏 Спаси и сохрани, Господи! Исцели болящих рабов Твоих! 🙏🙏🙏 Спаси и помилуй ,Господи, р.Твоих бол. Руфа и Любовь! Исцели р. Божиих Твоею Благодатью! Господи многомилостивый и всемилостивый! Спаси, сохрани, исцели, подыми со одра болезни раб Божиих болящих Руфа и Любовь! Благослови ум и руки врачующих их! Пресвятая Богородице! Сохрани их под многоцелебным Твоим Омофором! 🙏🙏🙏"
7556,2022-02-27 21:26:34,18,1,550,0,
7555,2022-02-27 21:25:02,42,1,1452,0,
7554,2022-02-27 17:08:00,6,1,481,0,
7553,2022-02-27 14:19:19,24,2,704,0,
7552,2022-02-27 12:00:01,6,1,492,0,
7551,2022-02-27 00:18:26,45,4,1071,0,
7548,2022-02-26 22:10:01,20,4,723,0,
7546,2022-02-26 15:12:00,8,2,367,0,
7543,2022-02-25 22:39:03,55,8,698,2,"Всё правильно, Илья. Крепкая духовная сила держит в нас ЧЕЛОВЕКА Спасибо.Как радостно видеть теплое ,дружеское общение.Помоши Богороца сохранить и умножить любовь и эти радостные чувства.🙏🙏🙏🌸🌸🌸"
7542,2022-02-25 21:21:00,9,2,468,0,
7539,2022-02-25 18:26:32,42,13,848,0,
7537,2022-02-25 14:10:08,29,4,527,2,👏 Прекрасное..
7535,2022-02-24 23:49:00,12,2,492,0,
7531,2022-02-24 19:05:25,65,4,759,2,"Спаси Господи всех  нас грешных!!!!!Помоги Господи разрешить конфликт и остановить кровопролитие!!!☦☦☦🙏🙏🙏 Прости нас Господи, грешных! Помилуй нас!🙏🙏🙏"
7530,2022-02-24 18:00:01,9,0,458,0,
7529,2022-02-24 15:00:01,6,2,338,0,
7528,2022-02-24 11:13:04,8,0,349,0,
7518,2022-02-22 13:54:15,96,15,1678,6,"Молимся братья и сестры за мир во всем мире! Господи Иисусе храни люди твоя от беды и лихолетия!!!! Аминь. Бог наш,Отец небесный,просим тебя о мире в России,в Украине,и на всей планете!Бог наш ,мы,дети твои молим тебя помилуй нас,деток наших, родных и близких и всех людей на земле🙏🏻🙏🏻🙏🏻 🙏🙏🙏 Прости нас,Господи,за грехи наша и Даруй мир на земле! Да будет мир на земле🙏"
7516,2022-02-22 12:14:17,26,5,502,1,Царствие небесное арх Иллариону
7515,2022-02-21 16:27:29,17,1,683,0,
7514,2022-02-20 21:22:47,12,2,428,0,
7513,2022-02-20 18:05:07,6,0,248,0,
7512,2022-02-20 17:40:10,34,2,1161,2,"А исповедь перед Литургией? Исповедь за полчаса до Литургии – в 8.30. Накануне воскресного дня, в субботу, – и в 17.50."
7511,2022-02-20 14:00:01,21,1,592,0,
7510,2022-02-20 12:30:00,25,3,527,0,
7507,2022-02-20 11:57:07,16,2,446,0,
7506,2022-02-19 23:35:06,8,0,468,0,
7505,2022-02-19 16:08:00,27,1,484,0,
7504,2022-02-18 19:02:35,18,3,473,0,
7502,2022-02-17 11:52:47,28,2,594,1,"Дорогой Преосвященнейший ВЛАДЫКО МАНУИЛ как же нам не хватает Вас дорогой,Вашей нежности,доброты,умеющей ценить людей и священнослужителей в особенности,теперь прошли те времена.Мы очень очень скучаем без  Вас!!!!Ваша любовь была безгранична!!!!ЦАРСТВА ВАМ НЕБЕСНОГО!!!СПАСИ ГОСПОДИ!!!!!🌹🌹🌹🌹🌹🌹🌹🙏🙏🙏🙏🌞☦☦☦"
7500,2022-02-16 17:00:01,12,5,437,0,
7498,2022-02-16 12:26:30,18,3,549,0,
7496,2022-02-16 10:47:49,17,0,445,0,
7492,2022-02-15 14:30:00,45,16,564,0,
7490,2022-02-15 12:19:49,53,2,1084,0,
7485,2022-02-14 22:58:43,11,2,484,0,
7480,2022-02-14 19:15:00,7,4,512,0,
7477,2022-02-14 15:48:00,22,4,641,0,
7457,2022-02-13 17:30:00,8,1,644,0,
7455,2022-02-13 17:07:27,34,2,1048,0,
7447,2022-02-13 15:30:00,21,2,552,0,
7436,2022-02-13 14:43:17,154,16,3412,10,"🙏🙏🙏 Упокой Господи душу усопшей. Соболезнования родным! Во блаженном успении Вечный Покой подаждь, Господи, усопшей рабе Твоей, новопреставленной Екатерине и сотвори ей Вечную Память! Царствия Небесного🙏 Упокой Господи, новопреставленную душу, Р.Б. Екатерины, прости ей вся её согрешения, вольныя и не вольныя, и Даруй ей Царствие Небесное🙏🙏🙏 Успокой Господи, рабу  Божью Екатерину. Упокой Господи душу усопшей, ново представленной рабы Божией Екатерины и прости ей грехи вольные и невольные и помяни её в Царствии Небесном, и сотвори ей Вечную Память! Ох. Молодая ведь. Царства Небесного! Царствие Небесного, р. б. Екатерине."
7434,2022-02-13 09:00:00,23,4,651,0,
7433,2022-02-13 08:32:56,6,2,413,0,
7431,2022-02-12 20:00:01,38,7,893,0,
7430,2022-02-12 18:00:01,15,3,644,0,
7429,2022-02-12 16:00:02,6,2,440,0,
7418,2022-02-11 20:24:00,30,4,819,0,
7415,2022-02-11 18:23:53,13,1,610,0,
7399,2022-02-10 17:10:00,22,14,554,0,
7393,2022-02-10 15:03:28,73,9,1851,10,"Исцели, Господи милосердием Твоим болящую р.Б. Екатерину! 🙏🙏🙏🙏🙏🙏 Господи исцели болящую рабу Екатерину спаси и сохрани. Аминь!🙏🙏🙏 Боженька, Спаси и Исцели р. Екатерину🙏🙏🙏 🙏🏻🙏🏻🙏🏻 Господи, Спаси и сохрани!! Господи, помилуй❤️ Спаси, Господи, болящую р. Б. Екатерину, прости ей грехи вольные и невольные. Спаси от лукавого и даруяй житие на долгие  лета Спаси Господи!🙏🙏🙏 Господи,спаси и сохрани бол.Екатерину!🙏🙏🙏 Спаси Господи 🙏🙏🙏"
7390,2022-02-09 12:12:00,18,6,648,0,
7389,2022-02-09 10:51:45,20,0,394,3,"Здрав будь уважаемый. Присоединяюсь ! Дорогой Павел,от всей души поздравляю тебя с Днём Рождения! Беседы с вами в паломнической поездке в Крым для всех. Кто там был были очень интересными. Душевными ! Расходиться не хотелось даже заполночь! Божьей вам милости! С Днём Рождения!"
7386,2022-02-08 16:00:01,31,2,686,0,
7382,2022-02-08 12:09:05,33,12,847,2,"Часовня была и надо её вернуть. 🙏 В Питере еще есть очень сильных два молитвенника за Санкт-Петербург . Это святая Блаженная Ксения Петербургская и святой Иоанн Кронштадский. ... Всех слышат! Всем помогают, кто с верой к ним обращается !!!"
7381,2022-02-07 17:32:48,48,11,908,0,
7380,2022-02-07 16:40:00,32,3,536,0,
7378,2022-02-07 13:12:00,11,1,470,0,
7376,2022-02-07 07:30:00,66,13,1370,0,
7375,2022-02-07 00:00:29,12,0,374,0,
7374,2022-02-06 20:50:18,26,1,555,0,
7370,2022-02-06 16:45:00,44,2,1019,0,
7368,2022-02-06 16:08:19,43,5,911,1,"Какие горькие и жесткие стихи,  в них- боль и скорбь, и страшная правда."
7366,2022-02-06 14:15:00,28,6,826,0,
7365,2022-02-06 12:01:22,47,3,441,0,
7364,2022-02-06 11:15:00,14,2,453,0,
7363,2022-02-06 08:51:49,23,0,452,2,"Господи,исцели,спаси и сохрани бол.Александру и тяж.бол.Татиану!🙏🙏🙏 🙏🙏🙏"
7360,2022-02-05 22:59:33,40,7,635,2,"Святая Блаженная матушка Ксения, моли Бога о болящем отроке Стефане. ❤️❤️❤️🙏🙏🙏 "
7359,2022-02-05 18:15:00,15,6,666,0,
7358,2022-02-05 14:15:00,20,2,544,0,
7356,2022-02-05 09:08:00,36,11,702,1,Вечная память и Царствие Небесное отцу нашему Иоанну !!!
7349,2022-02-04 15:30:00,31,5,649,0,
7346,2022-02-04 11:34:54,57,5,681,2,Царствие Небесное владыке Мануилу.Вечная память. Помним и любим.Вечная память.🙏🙏🙏🙏
7343,2022-02-03 20:03:05,26,2,530,0,
7342,2022-02-03 20:02:38,59,3,501,0,
7341,2022-02-03 20:00:01,15,2,389,0,
7339,2022-02-03 17:32:41,120,18,1543,1,🙏🏻🙏🏻🙏🏻
7331,2022-02-02 21:15:46,38,20,1694,2,"Прекрасно! Настоящий подарок к празднику! Еще бы посмотреть фильм - Человек Божий , если не ошибаюсь в названии"
7330,2022-02-02 14:55:49,49,6,885,0,
7327,2022-02-01 00:56:14,34,3,715,0,
7326,2022-02-01 00:47:23,21,3,628,0,
7320,2022-01-31 11:56:15,31,5,487,2,Многая и благая лета!! Помню прекрасный голос о.Иоанна! Многая благая лета!
7317,2022-01-30 16:30:00,56,6,1469,0,
7314,2022-01-30 16:00:01,17,5,747,0,
7313,2022-01-30 15:00:02,27,2,719,0,
7304,2022-01-30 12:37:48,74,6,1606,10," Вечная и благая память рабе Божией Марии ( Юзефе) !!!! Царствие Небесное!🙏🙏🙏 ЦАРСТВИЕ НЕБЕСНОЕ🙏🙏🙏🙏 Царствие Небесного! 🙏🙏🙏 Хорошо помню и Юзефу Константиновну, и её дочку. Царствие им Небесное! Царство Небесное!🙏она была монахиней? Царствия Небесное, рабе Божьей Марии(Юзефе) и дочери ее Марии! 🙏🙏🙏🙏🙏🙏🙏 Царствие небесное Юзеве и Машеньки ."
7303,2022-01-29 21:05:19,16,5,633,0,
7302,2022-01-28 12:12:00,22,3,546,0,
7296,2022-01-27 22:29:38,18,1,627,0,
7288,2022-01-27 10:00:02,164,12,2249,10,"Многая лета! Многая лета! С праздником,моя дорогая! Здоровья и милости Божией на многая лета! С именинами, дорогая Нина Николаевна!🌸🌸🌸 С именинами Нина Николаевна！Здоровья！Кстати - эта фотография с храма Владимирской иконы на Птицефабрике. С именинами дорогая Нина Николаевна!!! Многая лета вам ... 🤗🙏🙏🙏🎉 Нина Николаевна , Многая лета !!!!!🙏🏻🙏🏻🙏🏻 Надо поздравить свою бабушку 🌺🥰 Многая лета! Нина Николаевна благодарит всех за поздравления, очень тронута. Просит передать, что всех помнит, любит, молится."
7286,2022-01-27 00:00:43,28,7,804,1,Спасибо
7285,2022-01-26 13:57:40,26,17,525,0,
7283,2022-01-26 09:00:01,18,1,471,1,Стихи замечательные! Земной поклон автору за возрождение духовной поэзии!
7267,2022-01-24 20:00:01,101,8,1973,10,"Помощи Божией матушке Татиане! Многая и благая лета!🙏🙏🙏 А где этот хор теперь？ С Днем Ангела! Многая лета! С Днём Ангела!!! Многая, лета!!! С именинами матушку Татиану.Здравия и помощи ее Небесной Покровительницы. А нам слышать замечательное пение на службах в нашем соборе Особое умиление испытываешь, когда наш хор поет, очень помогает не отвлекаться от молитвы, прямо в душу слова и звуки текут. Храни Господь! В 2000 году был восстановлен Александро_Невский Кафедральный собор. Соответственно бОльшая часть Архиерейского хора из Крестовоздвиженского собора перешла в новый храм. Но небольшая часть того хора осталась в Крестовоздвиженском соборе и стала как-бы основой, костяком обновлённого хора, которым управляет матушка Татиана. Есть несколько видеозаписей выступлений хора, где она регентует -
https://www.youtube.com/watch?v=pj8YBEJYKxM
https://www.youtube.com/watch?v=pDq6l_qu4WY
https://www.youtube.com/watch?v=iPs_nZovnKk
https://www.youtube.com/watch?v=KFUM6-NV508
https://www.youtube.com/watch?v=A8U257IR45M
https://www.youtube.com/watch?v=5RXqWVuifM8 Сердечно благодарю всех вас за поздравления и добрые пожелания и особенно за вашу молитвенную поддержку. Слава Богу за всё! Поддерживаю Веру Васильевну. Многая и благая лета матушке Татианы🌸🌸🌸 Многая лета! Как я любил эти службы, когда хором руководила матушка! Служить с ними было всегда радость! Легко, молитвенно, возвышенно, прекрасно! Спасибо, матушка, сердечное!"
7265,2022-01-24 15:00:00,19,8,710,0,
7263,2022-01-23 17:00:01,38,2,1262,0,
7259,2022-01-23 14:45:00,18,1,635,0,
7256,2022-01-23 13:43:10,101,5,1528,3,"Спаси Господи, чудная проповедь. Слава Богу за все! Как всё верно говорит отец Евгений! Самое главное,чтобы каждый прихожанин ( и даже захожанин) когда-нибудь эти слова осознали! И мы сами в первую очередь🙏 
И я сама🙏"
7255,2022-01-22 23:57:59,28,4,754,0,
7253,2022-01-21 10:43:51,8,3,473,0,
7241,2022-01-20 14:00:14,101,40,3514,3,"КАТЕНЬКА!!!!у них водичка из озера,а хотелось бы родниковую🙏🙏🙏 А до которого часа, можно набрать водички? Спаси Господи, всю воду к 13:00 21 января разобрали!"
7238,2022-01-20 12:06:06,48,8,677,2,"Не была лично знакома с б.Сергием, лишь видела на праздничных богосоужениях в Петр- ске.Но просмотрев фильм о нем- прониклась и уважением, и любовью.Пастырь добрый, великодушный, а какой труженик, и сколько скорби неправедной понести пришлось ему...Образ его вызывает в моей душе отклик..тепло и любовь.Вечная память. Светлая вечная память о.Сергию🙏🙏🙏"
7234,2022-01-20 10:00:02,13,4,476,0,
7231,2022-01-19 23:20:20,85,10,1321,7,"Вечная память🙏 Вечная память батюшке- труженику. Какие у батюшки  добрые глаза. Как у большинства. Вечная память 🙏 Во блаженном успении Вечный Покой подаждь, Господи, усопшему рабу Твоему, протоиерею Сергию, и сотвори ему Вечную Память! 🙏🏻Вечная память🙏🏻 Вечная память! 🙏🙏🙏"
7228,2022-01-19 16:34:22,146,26,1795,2,"Как величественна природа- насколько велико Таинство...! Величественно, волшебно..."
7227,2022-01-19 16:31:42,31,4,711,0,
7226,2022-01-19 10:12:00,78,8,1435,0,
7223,2022-01-18 15:04:00,27,3,724,0,
7222,2022-01-18 14:36:05,6,1,476,0,
7219,2022-01-18 10:00:01,56,11,1327,0,
7218,2022-01-17 21:55:27,27,4,860,0,
7215,2022-01-16 23:15:54,21,3,552,2,"Молодцы. Смотришь и душа радуется.
Узнаю знакомые лица. Ребята приходили к нашим подопечным ОВП на Володарского, 45а. Наши пожилые подопечные скучают по вашим выступления. Но covid 19.... Скучаем."
7214,2022-01-16 15:00:00,66,4,1565,0,
7213,2022-01-15 17:50:42,82,13,1271,2,"Крестный ход в Дивеево. Увеличьте снимок.
Слава тебе, Господи! 🙏🙏🙏 Слава тебе Господи!"
7212,2022-01-15 10:00:01,62,6,1682,0,
7209,2022-01-14 15:01:00,25,5,647,0,
7208,2022-01-14 14:02:01,34,6,847,0,
7207,2022-01-14 12:01:00,21,15,721,0,
7206,2022-01-14 08:01:00,20,3,670,0,
7201,2022-01-13 20:29:38,16,3,512,0,
7200,2022-01-13 14:59:02,8,1,423,0,
7199,2022-01-13 10:00:01,30,5,678,0,
7197,2022-01-12 18:20:17,45,6,806,1,"Мы с Сергеем были на могиле этого старца Паисия,это в Греции."
7196,2022-01-12 13:10:37,62,14,1324,0,
7193,2022-01-10 19:17:02,17,2,811,0,
7191,2022-01-09 16:00:01,73,5,2081,0,
7189,2022-01-09 14:40:46,68,11,1177,0,
7188,2022-01-09 14:37:34,54,1,788,0,
7180,2022-01-08 22:04:23,15,0,736,2,Помогай Господь! Спаси Господи и помилуй! С Рождеством Христовым всех вас!
7178,2022-01-08 20:30:09,215,46,3652,6,"Рождество!!!!!! 👍🙏❤️❤️❤️ Слава Богу🙏 Всяка тварь да хвалит Господа! А никого не нашлось дать приют этим животным,стать  хозяевами и заботиться о них? Открой с помощью Вк"
7176,2022-01-08 11:42:27,13,1,673,0,
7175,2022-01-07 19:00:00,23,10,762,0,
7174,2022-01-07 12:00:01,23,2,765,0,
7172,2022-01-07 10:00:01,68,16,1157,0,
7167,2022-01-06 20:00:01,22,4,846,4,🙏🙏🙏 🙏🙏🙏 🙏🙏🙏 🙏🙏🙏❤❤❤
7162,2022-01-06 17:09:17,29,5,822,1,Христос раждается - славите!
7161,2022-01-06 17:08:53,41,3,792,0,
7158,2022-01-06 11:45:28,5,2,558,0,
7154,2022-01-05 21:22:43,30,6,1002,3,Аминь!!!🙏🙏🙏 🙏🙏🙏 🙏🙏🙏
7150,2022-01-04 16:04:16,23,2,695,0,
7149,2022-01-04 11:05:24,79,17,1482,1,"Настеньку с именинами,счастья,радости,всего самого хорошего."
7147,2022-01-03 23:23:26,47,3,589,2,Зимняя сказка! Красивое фото. Часовня смотрится как-то загадочно в  окружении кружевные деревьев и кустах.
7145,2022-01-02 19:19:04,36,7,1780,0,
7143,2022-01-02 18:34:38,26,3,984,0,
